County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	One Stop	Absentee by Mail	Provisional	Total Votes	Real Precinct	
CATAWBA	11/08/2022	38	4	C	CATAWBA SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	William (Bill) Shillito	 	2	206	346	11	3	566	Y	
CATAWBA	11/08/2022	38	5	C	CATAWBA COUNTY SCHOOLS BOARD OF EDUCATION	Kathy Kelly	 	4	180	263	16	0	459	Y	
CATAWBA	11/08/2022	39	4	C	CATAWBA SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jason Lamb (Write-In)		2	0	0	0	0	0	Y	
CATAWBA	11/08/2022	39	4	C	CATAWBA SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	William (Bill) Shillito	 	2	212	294	13	0	519	Y	
CATAWBA	11/08/2022	40	1	C	CATAWBA COUNTY BOARD OF COMMISSIONERS	Robert C. Abernethy, Jr.	REP	3	168	326	10	1	505	Y	
CATAWBA	11/08/2022	40	5	C	CATAWBA COUNTY SCHOOLS BOARD OF EDUCATION	Clayton C. Mullis	 	4	17	23	1	0	41	Y	
CATAWBA	11/08/2022	40	1032	S	DISTRICT ATTORNEY DISTRICT 36	Scott Reilly	REP	1	196	403	15	1	615	Y	
CATAWBA	11/08/2022	40	1373	S	US HOUSE OF REPRESENTATIVES DISTRICT 10	Pam Genant	DEM	1	67	230	9	0	306	Y	
CATAWBA	11/08/2022	41	4	C	CATAWBA SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Write-In (Miscellaneous)		2	5	6	1	0	12	Y	
CATAWBA	11/08/2022	41	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Lucy Inman	DEM	1	149	348	30	1	528	Y	
CATAWBA	11/08/2022	41	1373	S	US HOUSE OF REPRESENTATIVES DISTRICT 10	Patrick McHenry	REP	1	685	1023	48	2	1758	Y	
CATAWBA	11/08/2022	41	1378	S	US SENATE	Michelle Estelle Lewis (Write-In)		1	0	0	0	0	0	Y	
CHATHAM	11/08/2022	15	6	C	CHATHAM COUNTY BOARD OF EDUCATION DISTRICT 03	Del Turner	 	1	164	580	51	4	799	Y	
CHATHAM	11/08/2022	15	1372	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Ben Clark	DEM	1	213	744	75	3	1035	Y	
CHATHAM	11/08/2022	21	6	C	CHATHAM COUNTY BOARD OF EDUCATION DISTRICT 03	Jessica Winger	 	1	254	256	14	0	524	Y	
CHATHAM	11/08/2022	21	9	C	CHATHAM SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Write-In (Miscellaneous)		2	10	13	0	0	23	Y	
CHATHAM	11/08/2022	21	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Lucy Inman	DEM	1	194	357	31	0	582	Y	
CUMBERLAND	11/08/2022	G3A-1	1378	S	US SENATE	Write-In (Miscellaneous)		1	1	1	0	0	2	Y	
CUMBERLAND	11/08/2022	G3A-2	6	C	CUMBERLAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Christina Aragues	 	2	218	174	30	0	422	Y	
CUMBERLAND	11/08/2022	G3B	1	C	CUMBERLAND COUNTY BOARD OF COMMISSIONERS AT-LARGE	Veronica B. Jones	DEM	2	113	71	6	0	190	Y	
CUMBERLAND	11/08/2022	G3B	9	C	CITY OF FAYETTEVILLE HOUSING BONDS	No	 	1	120	58	6	1	185	Y	
CUMBERLAND	11/08/2022	G3B	1013	S	DISTRICT ATTORNEY DISTRICT 14	Billy West	DEM	1	200	88	7	1	296	Y	
CUMBERLAND	11/08/2022	G3B	1073	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 03	David H. Hasty	DEM	1	184	89	7	1	281	Y	
CUMBERLAND	11/08/2022	G3B	1075	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 05	Cheri Siler-Mack	DEM	1	176	90	7	1	274	Y	
CUMBERLAND	11/08/2022	G3C	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Jacquelyn Brown	 	3	61	86	9	0	156	Y	
CUMBERLAND	11/08/2022	G3C	6	C	CUMBERLAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Lincoln M Haire (Write-In)		2	0	0	0	0	0	Y	
CUMBERLAND	11/08/2022	G3C	1072	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 02	Frances McDuffie	DEM	1	116	153	14	0	283	Y	
CUMBERLAND	11/08/2022	G4A	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	John Ornelas	 	3	57	36	4	0	97	Y	
CUMBERLAND	11/08/2022	G4A	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Richard Dietz	REP	1	156	80	4	2	242	Y	
CUMBERLAND	11/08/2022	G4A	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Trey Allen	REP	1	160	82	5	2	249	Y	
CUMBERLAND	11/08/2022	G4B	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	John Ornelas	 	3	99	37	3	1	140	Y	
CUMBERLAND	11/08/2022	G4B	1300	S	NC STATE SENATE DISTRICT 19	Wesley Meredith	REP	1	297	121	11	2	431	Y	
CUMBERLAND	11/08/2022	G4B	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Richard Dietz	REP	1	300	120	10	2	432	Y	
CUMBERLAND	11/08/2022	G4B	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Trey Allen	REP	1	301	121	12	2	436	Y	
CUMBERLAND	11/08/2022	G4C	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Julee Tate Flood	REP	1	102	74	8	0	184	Y	
CUMBERLAND	11/08/2022	G4C	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	174	200	15	0	389	Y	
CUMBERLAND	11/08/2022	G4C	1378	S	US SENATE	Shannon W. Bray	LIB	1	3	2	1	0	6	Y	
CUMBERLAND	11/08/2022	G5A-1	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Carol Stubbs	 	3	165	258	10	1	434	Y	
CUMBERLAND	11/08/2022	G5A-1	9	C	CITY OF FAYETTEVILLE HOUSING BONDS	No	 	1	188	258	14	0	460	Y	
CUMBERLAND	11/08/2022	G5A-1	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	289	515	34	2	840	Y	
CUMBERLAND	11/08/2022	G5A-2	3	C	CUMBERLAND COUNTY CLERK OF SUPERIOR COURT	Lisa A. Scales	DEM	1	237	529	58	0	824	Y	
CUMBERLAND	11/08/2022	G5A-2	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	John Ornelas	 	3	65	83	12	0	160	Y	
CUMBERLAND	11/08/2022	G5A-2	6	C	CUMBERLAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Lincoln M Haire (Write-In)		2	0	0	0	0	0	Y	
CUMBERLAND	11/08/2022	G5A-2	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Michael J. Stading	REP	1	216	197	9	0	422	Y	
CUMBERLAND	11/08/2022	G5A-2	1076	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 06	Rosalyn Hood	DEM	1	184	483	54	0	721	Y	
CUMBERLAND	11/08/2022	G5A-2	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Trey Allen	REP	1	222	202	10	0	434	Y	
CUMBERLAND	11/08/2022	G5A-2	1378	S	US SENATE	Ted Budd	REP	1	200	195	9	0	404	Y	
CUMBERLAND	11/08/2022	G5B-1	1	C	CUMBERLAND COUNTY BOARD OF COMMISSIONERS AT-LARGE	John Szoka	REP	2	75	103	6	0	184	Y	
CUMBERLAND	11/08/2022	G5B-1	4	C	CUMBERLAND COUNTY SHERIFF	LaRue Windham	REP	1	63	78	7	0	148	Y	
CUMBERLAND	11/08/2022	G5B-2	6	C	CUMBERLAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Lena Simmons (Write-In)		2	0	1	0	0	1	Y	
CUMBERLAND	11/08/2022	G5B-2	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Julee Tate Flood	REP	1	83	86	6	0	175	Y	
CUMBERLAND	11/08/2022	G5B-2	1075	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 05	Cheri Siler-Mack	DEM	1	228	515	39	1	783	Y	
CUMBERLAND	11/08/2022	G5B-2	1300	S	NC STATE SENATE DISTRICT 19	Wesley Meredith	REP	1	87	93	6	0	186	Y	
CUMBERLAND	11/08/2022	G5B-2	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Richard Dietz	REP	1	89	91	6	0	186	Y	
CUMBERLAND	11/08/2022	G5C	1	C	CUMBERLAND COUNTY BOARD OF COMMISSIONERS AT-LARGE	Ron Ross	REP	2	137	81	3	1	222	Y	
CUMBERLAND	11/08/2022	G5C	4	C	CUMBERLAND COUNTY SHERIFF	LaRue Windham	REP	1	146	84	3	1	234	Y	
CUMBERLAND	11/08/2022	G5C	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Judy D. Musgrave	 	3	140	150	13	0	303	Y	
CUMBERLAND	11/08/2022	G6A	1	C	CUMBERLAND COUNTY BOARD OF COMMISSIONERS AT-LARGE	John Szoka	REP	2	706	867	25	3	1601	Y	
CUMBERLAND	11/08/2022	G6A	4	C	CUMBERLAND COUNTY SHERIFF	LaRue Windham	REP	1	683	846	22	4	1555	Y	
CUMBERLAND	11/08/2022	G6A	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Julissa Jumper	 	3	394	474	22	1	891	Y	
CUMBERLAND	11/08/2022	G6A	1378	S	US SENATE	Cheri Beasley	DEM	1	184	448	30	0	662	Y	
COLUMBUS	11/08/2022	P14	8	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 03	Write-In (Miscellaneous)		1	2	4	0	0	6	Y	
COLUMBUS	11/08/2022	P14	9	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 04	Donterius Rich (Write-In)		1	21	156	1	0	178	Y	
COLUMBUS	11/08/2022	P14	1370	S	US HOUSE OF REPRESENTATIVES DISTRICT 07	Charles Graham	DEM	1	168	654	15	5	842	Y	
COLUMBUS	11/08/2022	P15	8	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 03	Frankye Boone	 	1	98	261	6	0	365	Y	
COLUMBUS	11/08/2022	P15	8	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 03	Write-In (Miscellaneous)		1	3	3	0	0	6	Y	
COLUMBUS	11/08/2022	P15	9	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 04	Donterius Rich (Write-In)		1	23	96	0	0	119	Y	
COLUMBUS	11/08/2022	P19	1378	S	US SENATE	Ted Budd	REP	1	286	295	21	0	602	Y	
COLUMBUS	11/08/2022	P20A	5	C	COLUMBUS COUNTY SHERIFF	Jody Greene	REP	1	49	59	2	0	110	Y	
COLUMBUS	11/08/2022	P20A	10	C	WHITEVILLE CITY SCHOOLS BOARD OF EDUCATION AT-LARGE	David Flowers (Write-In)		1	1	0	0	0	1	Y	
COLUMBUS	11/08/2022	P23	10	C	WHITEVILLE CITY SCHOOLS BOARD OF EDUCATION AT-LARGE	Write-In (Miscellaneous)		1	5	9	0	0	14	Y	
COLUMBUS	11/08/2022	P23	1207	S	NC HOUSE OF REPRESENTATIVES DISTRICT 046	Brenden H. Jones	REP	1	291	461	10	1	763	Y	
COLUMBUS	11/08/2022	P23	1370	S	US HOUSE OF REPRESENTATIVES DISTRICT 07	David Rouzer	REP	1	266	384	4	1	655	Y	
COLUMBUS	11/08/2022	P23	1385	S	NC DISTRICT COURT JUDGE DISTRICT 13 SEAT 07	Sarah McPherson	REP	1	289	462	8	1	760	Y	
COLUMBUS	11/08/2022	P24	6	C	COLUMBUS SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Robin Andrews (Write-In)		2	0	0	0	0	0	Y	
COLUMBUS	11/08/2022	P24	8	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 03	William Irvin Enzor III	 	1	462	310	2	11	785	Y	
COLUMBUS	11/08/2022	P24	1378	S	US SENATE	Matthew Hoh	GRE	1	3	2	0	0	5	Y	
COLUMBUS	11/08/2022	P25B	6	C	COLUMBUS SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Frank Galloway	 	2	209	147	6	3	365	Y	
COLUMBUS	11/08/2022	P25B	7	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 02	Ronnie Strickland	 	1	311	199	4	8	522	Y	
COLUMBUS	11/08/2022	P25B	1289	S	NC STATE SENATE DISTRICT 08	Bill Rabon	REP	1	418	234	6	14	672	Y	
COLUMBUS	11/08/2022	P26B	6	C	COLUMBUS SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Jimmy Malpass	 	2	259	410	15	4	688	Y	
COLUMBUS	11/08/2022	P26B	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	137	377	24	2	540	Y	
COLUMBUS	11/08/2022	P26B	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Trey Allen	REP	1	372	473	8	9	862	Y	
COLUMBUS	11/08/2022	P34	6	C	COLUMBUS SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Robin Andrews (Write-In)		2	0	0	0	0	0	Y	
COLUMBUS	11/08/2022	P34	7	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 02	Write-In (Miscellaneous)		1	0	1	0	0	1	Y	
COLUMBUS	11/08/2022	P34	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Lucy Inman	DEM	1	42	64	2	2	110	Y	
COLUMBUS	11/08/2022	P34	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Sam J. Ervin IV	DEM	1	43	65	2	2	112	Y	
COLUMBUS	11/08/2022	P513	6	C	COLUMBUS SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Donterius Rich (Write-In)		2	0	0	0	0	0	Y	
COLUMBUS	11/08/2022	P513	8	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 03	William Irvin Enzor III	 	1	225	91	8	4	328	Y	
COLUMBUS	11/08/2022	P513	1378	S	US SENATE	Ted Budd	REP	1	326	118	5	7	456	Y	
COLUMBUS	11/08/2022	P82	5	C	COLUMBUS COUNTY SHERIFF	Jody Greene	REP	1	254	234	3	0	491	Y	
COLUMBUS	11/08/2022	P82	7	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 02	Timothy Lance	 	1	14	38	0	0	52	Y	
COLUMBUS	11/08/2022	P82	9	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 04	Chris Worley	 	1	34	50	0	0	84	Y	
COLUMBUS	11/08/2022	P82	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	76	220	5	1	302	Y	
COLUMBUS	11/08/2022	P82	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	82	221	6	1	310	Y	
COLUMBUS	11/08/2022	P82	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Trey Allen	REP	1	334	326	5	0	665	Y	
COLUMBUS	11/08/2022	P82	1378	S	US SENATE	Cheri Beasley	DEM	1	79	234	5	1	319	Y	
COLUMBUS	11/08/2022	P89	7	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 02	Ronnie Strickland (Write-In)	 	1	0	0	0	0	0	Y	
COLUMBUS	11/08/2022	P89	8	C	COLUMBUS COUNTY SCHOOLS BOARD OF EDUCATION DISTRICT 03	William Irvin Enzor III	 	1	218	326	5	1	550	Y	
COLUMBUS	11/08/2022	P89	1370	S	US HOUSE OF REPRESENTATIVES DISTRICT 07	Charles Graham	DEM	1	71	192	0	0	263	Y	
COLUMBUS	11/08/2022	P89	1378	S	US SENATE	Shannon W. Bray	LIB	1	7	9	0	0	16	Y	
COLUMBUS	11/08/2022	P89	1378	S	US SENATE	Ted Budd	REP	1	231	292	7	1	531	Y	
CRAVEN	11/08/2022	02	24	C	CRAVEN COUNTY BOARD OF EDUCATION DISTRICT 01 (UNEXPIRED)	Write-In (Miscellaneous)		1	23	35	1	0	59	Y	
CRAVEN	11/08/2022	02	1040	S	NC COURT OF APPEALS JUDGE SEAT 09	Brad A. Salmon	DEM	1	307	814	92	0	1213	Y	
CLAY	11/08/2022	HIAW	2	C	CLAY COUNTY BOARD OF EDUCATION	Kelly L. Crawford	REP	3	261	393	13	1	668	Y	
CLAY	11/08/2022	HIAW	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Lucy Inman	DEM	1	70	162	15	0	247	Y	
CLAY	11/08/2022	SHCR	6	C	CLAY SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Write-In (Miscellaneous)		2	2	14	0	0	16	Y	
CLAY	11/08/2022	SWEE	2	C	CLAY COUNTY BOARD OF EDUCATION	Robert (Robbie) Caldwell	REP	3	142	154	6	0	302	Y	
CLAY	11/08/2022	SWEE	1160	S	NC DISTRICT COURT JUDGE DISTRICT 30 SEAT 02	Kristina Lynn Earwood	REP	1	151	186	7	0	344	Y	
CLAY	11/08/2022	SWEE	1161	S	NC DISTRICT COURT JUDGE DISTRICT 30 SEAT 03	Roy Wijewickrama	DEM	1	56	97	12	0	165	Y	
CLAY	11/08/2022	SWEE	1361	S	NC SUPERIOR COURT JUDGE DISTRICT 30A SEAT 01	William H. (Bill) Coward	REP	1	149	190	7	0	346	Y	
CLAY	11/08/2022	SWEE	1378	S	US SENATE	Cheri Beasley	DEM	1	29	64	10	0	103	Y	
CLAY	11/08/2022	TUSQ	3	C	CLAY COUNTY CLERK OF SUPERIOR COURT	J. Tim Barrett	REP	1	158	239	2	2	401	Y	
CLAY	11/08/2022	TUSQ	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Carolyn Jennings Thompson	DEM	1	48	67	3	0	118	Y	
CLAY	11/08/2022	TUSQ	1374	S	US HOUSE OF REPRESENTATIVES DISTRICT 11	David Adam Coatney	LIB	1	3	3	2	0	8	Y	
CLAY	11/08/2022	WARN	1159	S	NC DISTRICT COURT JUDGE DISTRICT 30 SEAT 01	Donna Forga	REP	1	222	164	9	1	396	Y	
CLAY	11/08/2022	WARN	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Trey Allen	REP	1	213	162	9	1	385	Y	
CLEVELAND	11/08/2022	BETHWR	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Carolyn Jennings Thompson	DEM	1	70	114	6	0	190	Y	
CLEVELAND	11/08/2022	BR	2	C	CLEVELAND COUNTY BOARD OF EDUCATION	Danny Lee Blanton	REP	4	598	860	16	3	1477	Y	
CLEVELAND	11/08/2022	BR	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Chad Stout (Write-In)		2	1	0	0	0	1	Y	
CLEVELAND	11/08/2022	BR	1373	S	US HOUSE OF REPRESENTATIVES DISTRICT 10	Patrick McHenry	REP	1	765	1071	18	5	1859	Y	
CLEVELAND	11/08/2022	CASAR	1	C	CLEVELAND COUNTY BOARD OF COMMISSIONERS	Deb Hardin	REP	2	467	92	7	1	567	Y	
CLEVELAND	11/08/2022	FALSTN	6	C	CLEVELAND COUNTY LOCAL SALES AND USE TAX REFERENDUM	Against	 	1	483	155	6	3	647	Y	
CLEVELAND	11/08/2022	FALSTN	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Michael J. Stading	REP	1	513	171	6	4	694	Y	
CLEVELAND	11/08/2022	FALSTN	1378	S	US SENATE	Ted Budd	REP	1	516	171	6	4	697	Y	
CLEVELAND	11/08/2022	FALSTN	1378	S	US SENATE	Write-In (Miscellaneous)		1	0	0	0	0	0	Y	
CLEVELAND	11/08/2022	GROVER	3	C	CLEVELAND COUNTY CLERK OF SUPERIOR COURT	Lacey Ingle Ange	REP	1	732	500	17	6	1255	Y	
CLEVELAND	11/08/2022	GROVER	1362	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 03	Richard Dietz	REP	1	697	464	17	6	1184	Y	
CLEVELAND	11/08/2022	GROVER	1378	S	US SENATE	Ted Budd	REP	1	689	466	15	7	1177	Y	
CLEVELAND	11/08/2022	KINGST	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Mark Humphries (Write-In)		2	0	0	0	0	0	Y	
CLEVELAND	11/08/2022	KINGST	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Roger D. Eaker	 	2	127	92	3	0	222	Y	
CLEVELAND	11/08/2022	KINGST	1034	S	DISTRICT ATTORNEY DISTRICT 39	Mike Miller	REP	1	127	98	3	0	228	Y	
CLEVELAND	11/08/2022	KM N	2	C	CLEVELAND COUNTY BOARD OF EDUCATION	Coleman Hunt	DEM	4	221	483	56	1	761	Y	
CLEVELAND	11/08/2022	KM N	4	C	CLEVELAND COUNTY SHERIFF	Alan Norman	REP	1	694	1086	50	6	1836	Y	
CLEVELAND	11/08/2022	KM N	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Rob Watts (Write-In)		2	0	0	0	0	0	Y	
CLEVELAND	11/08/2022	KM N	1040	S	NC COURT OF APPEALS JUDGE SEAT 09	Donna Stroud	REP	1	611	910	28	6	1555	Y	
CLEVELAND	11/08/2022	KM N	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	226	487	64	1	778	Y	
CLEVELAND	11/08/2022	KM N	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	230	488	63	2	783	Y	
CLEVELAND	11/08/2022	KM S	4	C	CLEVELAND COUNTY SHERIFF	Alan Norman	REP	1	763	815	36	5	1619	Y	
CLEVELAND	11/08/2022	KM S	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Rob Watts (Write-In)		2	0	0	0	0	0	Y	
CLEVELAND	11/08/2022	KM S	1040	S	NC COURT OF APPEALS JUDGE SEAT 09	Donna Stroud	REP	1	661	683	23	4	1371	Y	
CLEVELAND	11/08/2022	KM S	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	260	443	38	3	744	Y	
CLEVELAND	11/08/2022	LATT	2	C	CLEVELAND COUNTY BOARD OF EDUCATION	Danny Lee Blanton	REP	4	476	462	21	3	962	Y	
CLEVELAND	11/08/2022	LAWNDL	2	C	CLEVELAND COUNTY BOARD OF EDUCATION	Danny Lee Blanton	REP	4	312	103	4	1	420	Y	
CLEVELAND	11/08/2022	LAWNDL	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Chad Stout (Write-In)		2	0	0	0	0	0	Y	
CLEVELAND	11/08/2022	LAWNDL	6	C	CLEVELAND COUNTY LOCAL SALES AND USE TAX REFERENDUM	For	 	1	115	70	4	0	189	Y	
CLEVELAND	11/08/2022	MRB-YO	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Mark Humphries (Write-In)		2	1	1	0	0	2	Y	
CLEVELAND	11/08/2022	MRB-YO	5	C	CLEVELAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Roger D. Eaker	 	2	276	216	4	0	496	Y	
CUMBERLAND	11/08/2022	CL57-2	1	C	CUMBERLAND COUNTY BOARD OF COMMISSIONERS AT-LARGE	Marshall Faircloth	DEM	2	278	537	46	0	861	Y	
CUMBERLAND	11/08/2022	CL57-2	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	343	711	48	1	1103	Y	
CUMBERLAND	11/08/2022	CL57-2	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	336	699	47	1	1083	Y	
CUMBERLAND	11/08/2022	CL57-2	1372	S	US HOUSE OF REPRESENTATIVES DISTRICT 09	Ben Clark	DEM	1	344	707	48	1	1100	Y	
CUMBERLAND	11/08/2022	CU02	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Charles McKellar	 	3	115	91	6	0	212	Y	
CUMBERLAND	11/08/2022	CU02	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Donnie Griffin (Write-In)		3	0	0	0	0	0	Y	
CUMBERLAND	11/08/2022	CU02	10	C	CITY OF FAYETTEVILLE CHARTER AMENDMENT REFERENDUM	Yes	 	1	208	89	14	0	311	Y	
CUMBERLAND	11/08/2022	EO01	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Christina Aragues (Write-In)		3	1	0	0	0	1	Y	
CUMBERLAND	11/08/2022	EO01	1072	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 02	Frances McDuffie	DEM	1	341	458	25	1	825	Y	
CUMBERLAND	11/08/2022	EO01	1076	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 06	Jonathan C. Strange	REP	1	608	456	9	1	1074	Y	
CUMBERLAND	11/08/2022	EO01	1363	S	NC SUPREME COURT ASSOCIATE JUSTICE SEAT 05	Sam J. Ervin IV	DEM	1	203	358	25	1	587	Y	
CUMBERLAND	11/08/2022	EO02	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Carol Stubbs	 	3	108	164	6	1	279	Y	
CUMBERLAND	11/08/2022	EO02	1041	S	NC COURT OF APPEALS JUDGE SEAT 10	Gale Murray Adams	DEM	1	115	268	10	1	394	Y	
CUMBERLAND	11/08/2022	EO02	1042	S	NC COURT OF APPEALS JUDGE SEAT 11	Darren Jackson	DEM	1	111	269	9	1	390	Y	
CUMBERLAND	11/08/2022	G10A	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Christina Aragues (Write-In)		3	0	0	0	0	0	Y	
CUMBERLAND	11/08/2022	G10A	5	C	CUMBERLAND COUNTY BOARD OF EDUCATION AT-LARGE	Dwayne Smith (Write-In)		3	0	0	0	0	0	Y	
CUMBERLAND	11/08/2022	G10A	6	C	CUMBERLAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Henry Tyson (Write-In)		2	0	0	0	0	0	Y	
CUMBERLAND	11/08/2022	G10A	1040	S	NC COURT OF APPEALS JUDGE SEAT 09	Donna Stroud	REP	1	442	808	30	1	1281	Y	
CUMBERLAND	11/08/2022	G10A	1076	S	NC DISTRICT COURT JUDGE DISTRICT 12 SEAT 06	Jonathan C. Strange	REP	1	425	782	28	1	1236	Y	
CUMBERLAND	11/08/2022	G10B	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Carolyn Jennings Thompson	DEM	1	242	341	36	1	620	Y	
CUMBERLAND	11/08/2022	G10B	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Julee Tate Flood	REP	1	303	258	18	0	579	Y	
CUMBERLAND	11/08/2022	G10B	1378	S	US SENATE	Shannon W. Bray	LIB	1	12	6	1	0	19	Y	
CUMBERLAND	11/08/2022	G10C	6	C	CUMBERLAND SOIL AND WATER CONSERVATION DISTRICT SUPERVISOR	Lena Simmons (Write-In)		2	0	0	0	0	0	Y	
CUMBERLAND	11/08/2022	G10C	1039	S	NC COURT OF APPEALS JUDGE SEAT 08	Julee Tate Flood	REP	1	392	645	18	3	1058	Y	
